work_year,exp_level,emp_type,salary
2023,SE,FT,93300
2023,SE,FT,212000
2023,SE,FT,93300
2023,SE,FT,166000
2023,SE,FT,73100
2023,MI,FT,167100
2023,MI,FT,111400
2023,SE,FT,133000
2023,SE,FT,58400
2023,EN,FT,166000
2023,EN,FT,73100
2023,EX,FT,170000
2023,EX,FT,145000
2023,SE,FT,212000
2023,SE,FT,93300
2023,SE,FT,170000
2023,SE,FT,135000
2023,SE,FT,145000
2023,SE,FT,115000
2023,SE,FT,139810
2023,SE,FT,95325
2023,SE,FT,278700
2023,SE,FT,159300
2023,SE,FT,226700
2023,SE,FT,151100
2023,SE,FT,247300
2023,SE,FT,139700
2023,SE,FT,188000
2023,SE,FT,139000
2023,SE,FT,750000
2023,SE,FT,150000
2023,SE,FT,160000
2023,SE,FT,94000
2023,MI,FT,127000
2023,MI,FT,65000
2023,SE,FT,276000
2023,SE,FT,174000
2023,SE,FT,260000
2023,SE,FT,136000
2023,EX,FT,250000
2023,EX,FT,210000
2023,SE,FT,188000
2023,SE,FT,139000
2023,SE,FT,238000
2023,SE,FT,176000
2023,SE,FT,204500
2023,SE,FT,142200
2023,EX,FT,212000
2023,EX,FT,190000
2023,SE,FT,261500
2023,SE,FT,134500
2023,SE,FT,239000
2023,SE,FT,122900
2023,SE,FT,115000
2023,SE,FT,95000
2023,SE,FT,158500
2023,SE,FT,115000
2023,SE,FT,331640
2023,SE,FT,267720
2023,SE,FT,180000
2023,SE,FT,90000
2023,MI,FT,83000
2023,MI,FT,66000
2023,SE,FT,224250
2023,SE,FT,121550
2023,MI,FT,166000
2023,MI,FT,73100
2023,SE,FT,141298
2023,SE,FT,115607
2023,MI,FT,109000
2023,MI,FT,100000
2023,SE,FT,205400
2023,SE,FT,92900
2023,EN,FT,220000
2023,EN,FT,130000
2023,MI,FT,160000
2023,MI,FT,110000
2023,SE,FT,230000
2023,SE,FT,100000
2023,SE,FT,186030
2023,SE,FT,110200
2023,MI,FT,130000
2023,MI,FT,100000
2023,MI,FT,242000
2023,MI,FT,106200
2023,EX,FT,220000
2023,EX,FT,120000
2023,SE,FT,258000
2023,SE,FT,171000
2023,EN,FT,91200
2023,EN,FT,58200
2023,SE,FT,192000
2023,SE,FT,178000
2023,SE,FT,210000
2023,SE,FT,130000
2023,EN,FT,160000
2023,EN,FT,150000
2023,SE,FT,260000
2023,SE,FT,136000
2023,SE,FT,206000
2023,SE,FT,134000
2023,SE,FT,180000
2023,SE,FT,135000
2023,SE,FT,200000
2023,SE,FT,120000
2023,SE,FT,212000
2023,SE,FT,93300
2023,MI,FT,106700
2023,MI,FT,57700
2023,SE,FT,266400
2023,SE,FT,173300
2023,MI,FT,125000
2023,MI,FT,100000
2023,SE,FT,165600
2023,SE,FT,65800
2023,MI,FT,210400
2023,MI,FT,170500
2023,SE,FT,212000
2023,SE,FT,93300
2023,MI,FT,170000
2023,MI,FT,160000
2023,SE,FT,185400
2023,SE,FT,81536
2023,SE,FT,193000
2023,SE,FT,158000
2023,SE,FT,170000
2023,SE,FT,100000
2023,MI,FT,222200
2023,MI,FT,136000
2023,MI,FT,148000
2023,MI,FT,99000
2023,SE,FT,204500
2023,SE,FT,142200
2023,MI,FT,95000
2023,MI,FT,75000
2023,MI,FT,115000
2023,MI,FT,105000
2023,SE,FT,195800
2023,SE,FT,161900
2023,MI,FT,90000
2023,MI,FT,80000
2023,SE,FT,192500
2023,SE,FT,140000
2023,MI,FT,100000
2023,MI,FT,75000
2023,MI,FT,169000
2023,MI,FT,91000
2023,SE,FT,216600
2023,SE,FT,144400
2023,SE,FT,150000
2023,SE,FT,120000
2023,MI,FT,133000
2023,MI,FT,58400
2023,SE,FT,166000
2023,SE,FT,73100
2023,MI,FT,166000
2023,MI,FT,73100
2023,SE,FT,336300
2023,SE,FT,179000
2023,SE,FT,296400
2023,SE,FT,159600
2023,SE,FT,212000
2023,SE,FT,93300
2023,SE,FT,204500
2023,SE,FT,142200
2023,SE,FT,258500
2023,SE,FT,226500
2023,SE,FT,247250
2023,SE,FT,118400
2023,MI,FT,160000
2023,MI,FT,140000
2023,SE,FT,212000
2023,SE,FT,93400
2023,SE,FT,140000
2023,SE,FT,100000
2023,SE,FT,219000
2023,SE,FT,132000
2023,SE,FT,130500
2023,SE,FT,116000
2023,SE,FT,323300
2023,SE,FT,184700
2023,SE,FT,250000
2023,SE,FT,200000
2023,MI,FT,136000
2023,MI,FT,91000
2023,SE,FT,185900
2023,SE,FT,129300
2023,SE,FT,143000
2023,SE,FT,78000
2023,EN,FT,135000
2023,EN,FT,110000
2023,MI,FT,142000
2023,MI,FT,102200
2023,SE,FT,137500
2023,SE,FT,81500
2023,SE,FT,202000
2023,SE,FT,147000
2023,SE,FT,140000
2023,SE,FT,125000
2023,SE,FT,170625
2023,SE,FT,127950
2023,MI,FT,100000
2023,MI,FT,70000
2023,EN,FT,85256
2023,EN,FT,71615
2023,EN,FT,100000
2023,MI,FT,100000
2023,EX,FT,185000
2023,EX,FT,125000
2023,EN,FT,60000
2023,EN,FT,52000
2023,SE,FT,300000
2023,SE,FT,260000
2023,SE,FT,225000
2023,SE,FT,170000
2023,SE,FT,100000
2023,SE,FT,80000
2023,SE,FT,204500
2023,SE,FT,142200
2023,SE,FT,135000
2023,SE,FT,100000
2023,SE,FT,297300
2023,SE,FT,198200
2023,SE,FT,240000
2023,SE,FT,190000
2023,SE,FT,185000
2023,SE,FT,79600
2023,SE,FT,222200
2023,SE,FT,136000
2023,SE,FT,110000
2023,SE,FT,95000
2023,SE,FT,324000
2023,SE,FT,159000
2023,SE,FT,207700
2023,SE,FT,133700
2023,MI,FT,71000
2023,MI,FT,57000
2023,SE,FT,222200
2023,SE,FT,136000
2023,SE,FT,200000
2023,SE,FT,150000
2023,MI,FT,59000
2023,MI,FT,50000
2023,SE,FT,234000
2023,SE,FT,208000
2023,SE,FT,187000
2023,SE,FT,128000
2023,SE,FT,202000
2023,SE,FT,147000
2023,MI,CT,50000
2023,MI,FT,60000
2023,EN,FT,53000
2023,MI,FL,21000
2023,MI,FT,135000
2023,MI,FT,120000
2023,MI,FT,150000
2023,MI,FT,140000
2023,SE,FT,190000
2023,SE,FT,165000
2023,SE,FT,280000
2023,SE,FT,190000
2023,EX,FT,212000
2023,EX,FT,190000
2023,MI,FT,35000
2023,MI,FT,35000
2023,SE,FT,245700
2023,SE,FT,132300
2023,MI,FT,90000
2023,MI,FT,80000
2023,SE,FT,212000
2023,SE,FT,93300
2023,MI,FT,212000
2023,MI,FT,93300
2023,SE,FT,276000
2023,SE,FT,174000
2023,MI,FT,133000
2023,MI,FT,58300
2023,SE,FT,145640
2023,SE,FT,84400
2023,SE,FT,300000
2023,SE,FT,195000
2023,SE,FT,190000
2023,SE,FT,107500
2023,SE,FT,105000
2023,SE,FT,75000
2023,SE,FT,140000
2023,SE,FT,98000
2023,SE,FT,204500
2023,SE,FT,142200
2023,SE,FT,236160
2023,SE,FT,159408
2023,SE,FT,115000
2023,SE,FT,85000
2023,SE,FT,145000
2023,SE,FT,120000
2023,SE,FT,120350
2023,SE,FT,74400
2023,SE,FT,158494
2023,SE,FT,88052
2023,SE,FT,181500
2023,SE,FT,127000
2023,MI,FT,300000
2023,MI,FT,260000
2023,SE,FT,258000
2023,SE,FT,171000
2023,EN,FT,25000
2023,SE,FT,200000
2023,SE,FT,150000
2023,SE,FT,225300
2023,SE,FT,197400
2023,SE,FT,205500
2023,SE,FT,128500
2023,SE,FT,191600
2023,SE,FT,125600
2023,SE,FT,245700
2023,SE,FT,132300
2023,MI,FT,130410
2023,MI,FT,92000
2023,SE,FT,183900
2023,SE,FT,108800
2023,SE,FT,275000
2023,SE,FT,121200
2023,MI,FT,166000
2023,MI,FT,73100
2023,SE,FT,231250
2023,SE,FT,111000
2023,SE,FT,300000
2023,SE,FT,130000
2023,MI,FT,210500
2023,MI,FT,105300
2023,MI,FT,158400
2023,MI,FT,85800
2023,SE,FT,305600
2023,SE,FT,146600
2023,SE,FT,180400
2023,SE,FT,138800
2023,SE,FT,258700
2023,SE,FT,172500
2023,SE,FT,156100
2023,SE,FT,100400
2023,SE,FT,134200
2023,SE,FT,103200
2023,MI,FT,105000
2023,MI,FT,85000
2023,SE,FT,220000
2023,SE,FT,160000
2023,SE,FT,110000
2023,SE,FT,95000
2023,MI,FT,95400
2023,MI,FT,57800
2023,MI,FT,110000
2023,MI,FT,86000
2023,EX,FT,125000
2023,EX,FT,87500
2023,SE,FT,185000
2023,SE,FT,79600
2023,SE,FT,275000
2023,SE,FT,170000
2023,SE,FT,133200
2023,SE,FT,84000
2023,SE,FT,171000
2023,SE,FT,93000
2023,SE,FT,216450
2023,SE,FT,123750
2023,SE,FT,212800
2023,SE,FT,124100
2023,MI,FT,205000
2023,MI,FT,166000
2023,SE,FT,231650
2023,SE,FT,189100
2023,SE,FT,160000
2023,SE,FT,120000
2023,SE,FT,156100
2023,SE,FT,100400
2023,SE,FT,266875
2023,SE,FT,128250
2023,MI,FT,158600
2023,MI,FT,115300
2023,SE,FT,225300
2023,SE,FT,197400
2023,EN,FT,109900
2023,EN,FT,61200
2023,SE,FT,161000
2023,SE,FT,75000
2023,MI,FT,166000
2023,MI,FT,73100
2023,MI,FT,138510
2023,MI,FT,95490
2023,MI,FT,150000
2023,MI,FT,110000
2023,SE,FT,232200
2023,SE,FT,133300
2023,SE,FT,112800
2023,SE,FT,73200
2023,SE,FT,178250
2023,SE,FT,110500
2023,SE,FT,190000
2023,SE,FT,160000
2023,SE,FT,216000
2023,SE,FT,184000
2023,SE,FT,166000
2023,SE,FT,104000
2023,SE,FT,185000
2023,SE,FT,79600
2023,SE,FT,230000
2023,SE,FT,196000
2023,SE,FT,184000
2023,SE,FT,123000
2023,MI,FT,165600
2023,MI,FT,65800
2023,SE,FT,186000
2023,SE,FT,81800
2023,SE,FT,135000
2023,SE,FT,82500
2023,SE,FT,247250
2023,SE,FT,160000
2023,SE,FT,169000
2023,SE,FT,105500
2023,SE,FT,195800
2023,SE,FT,161900
2023,SE,FT,108500
2023,SE,FT,78800
2023,SE,FT,225000
2023,SE,FT,166000
2023,SE,FT,167500
2023,SE,FT,106500
2023,MI,FT,160000
2023,MI,FT,110000
2023,SE,FT,120000
2023,SE,FT,105000
2023,MI,FT,110000
2023,MI,FT,87500
2023,MI,FT,60000
2023,MI,FT,55000
2023,SE,FT,145000
2023,SE,FT,115000
2023,SE,FT,225000
2023,SE,FT,166000
2023,EX,FT,135000
2023,EX,FT,100000
2023,MI,FT,105000
2023,MI,FT,95000
2023,SE,FT,289800
2023,SE,FT,214200
2023,MI,FT,167500
2023,MI,FT,106500
2023,SE,FT,220000
2023,SE,FT,146000
2023,SE,FT,128000
2023,SE,FT,81500
2023,SE,FT,206000
2023,SE,FT,134000
2023,SE,FT,370000
2023,SE,FT,200000
2023,SE,FT,175000
2023,SE,FT,160000
2023,EN,FT,240000
2023,EN,FT,100000
2023,SE,FT,180000
2023,SE,FT,160000
2023,SE,FT,143000
2023,SE,FT,127000
2023,MI,FT,249300
2023,MI,FT,149300
2023,SE,FT,222200
2023,SE,FT,136000
2023,SE,FT,190000
2023,SE,FT,160000
2023,SE,FT,248100
2023,SE,FT,145900
2023,SE,FT,170200
2023,SE,FT,83900
2023,MI,FT,100000
2023,MI,FT,75000
2023,SE,FT,166000
2023,SE,FT,90000
2023,SE,FT,160000
2023,SE,FT,94100
2023,SE,FT,226600
2023,SE,FT,140100
2023,SE,FT,247600
2023,SE,FT,127300
2023,SE,FT,222200
2023,SE,FT,136000
2023,SE,FT,260000
2023,SE,FT,136000
2023,SE,FT,222200
2023,SE,FT,136000
2023,SE,FT,156000
2023,SE,FT,124000
2023,SE,FT,200000
2023,SE,FT,132600
2023,SE,FT,308000
2023,SE,FT,190400
2023,SE,FT,155000
2023,SE,FT,136000
2023,SE,FT,160000
2023,SE,FT,75000
2023,SE,FT,214500
2023,SE,FT,132600
2023,MI,FT,111000
2023,MI,FT,104000
2023,SE,FT,260000
2023,SE,FT,136000
2023,MI,FT,85000
2023,MI,FT,75000
2023,SE,FT,180250
2023,SE,FT,118000
2023,SE,FT,212800
2023,SE,FT,111600
2023,SE,FT,157500
2023,SE,FT,132500
2023,MI,FT,85000
2023,MI,FT,75000
2023,SE,FT,93918
2023,SE,FT,51962
2023,SE,FT,171000
2023,SE,FT,152000
2023,SE,FT,223600
2023,SE,FT,115000
2023,SE,FT,166000
2023,SE,FT,73100
2023,MI,FT,140000
2023,MI,FT,110000
2023,MI,FT,130900
2023,MI,FT,72700
2023,SE,FT,333500
2023,SE,FT,144000
2023,SE,FT,180000
2023,SE,FT,118200
2023,SE,FT,354200
2023,SE,FT,221800
2023,SE,FT,166000
2023,SE,FT,73000
2023,SE,FT,156600
2023,SE,FT,137200
2023,MI,FT,149000
2023,MI,FT,65300
2023,MI,FT,187000
2023,MI,FT,180000
2023,SE,FT,119636
2023,SE,FT,70374
2023,SE,FT,105000
2023,SE,FT,67000
2023,SE,FT,102000
2023,SE,FT,94770
2023,SE,FT,186000
2023,SE,FT,81800
2023,EN,FT,133000
2023,EN,FT,58400
2023,SE,FT,169900
2023,SE,FT,164100
2023,SE,FT,305600
2023,SE,FT,172500
2023,SE,FT,105000
2023,SE,FT,75000
2023,EN,FT,34800
2022,EN,FT,30000
2023,SE,FT,180240
2023,SE,FT,120160
2023,MI,FT,212000
2023,MI,FT,93400
2023,SE,FT,275000
2023,SE,FT,170000
2023,SE,FT,119000
2023,SE,FT,71400
2023,MI,FT,115950
2023,MI,FT,69570
2023,SE,FT,225100
2023,SE,FT,140900
2023,SE,FT,116000
2023,SE,FT,90000
2023,SE,FT,212000
2023,SE,FT,93300
2023,MI,FT,179000
2023,MI,FT,144000
2023,EN,FT,250800
2023,EN,FT,167200
2023,MI,FT,144000
2023,MI,FT,76000
2023,EX,FT,230000
2023,EX,FT,180000
2023,EN,FT,156450
2023,EN,FT,119200
2023,SE,FT,150000
2023,SE,FT,130000
2023,EX,FT,247500
2023,EX,FT,172200
2023,MI,FT,155000
2023,MI,FT,125000
2023,SE,FT,175000
2023,SE,FT,97500
2023,EX,FT,220000
2023,EX,FT,185000
2023,SE,FT,100000
2023,SE,FT,75000
2023,SE,FT,303050
2023,SE,FT,202350
2023,EN,FT,20000
2023,SE,FT,201650
2023,SE,FT,124600
2023,SE,FT,198200
2023,SE,FT,110200
2023,SE,FT,212000
2023,SE,FT,93400
2023,SE,FT,145000
2023,SE,FT,110000
2023,MI,FT,89500
2023,MI,FT,65000
2023,SE,FT,328400
2023,SE,FT,205600
2023,SE,FT,184800
2023,SE,FT,161900
2023,EN,FT,85000
2023,EN,FT,61800
2023,MI,FT,57500
2023,MI,FT,54500
2023,EN,FT,116000
2023,EN,FT,72500
2023,SE,FT,215000
2023,SE,FT,169850
2023,SE,FT,225000
2023,SE,FT,180000
2023,SE,FT,147400
2023,SE,FT,107682
2023,MI,FT,225300
2023,MI,FT,197400
2023,SE,FT,160000
2023,SE,FT,136000
2023,SE,FT,204600
2023,SE,FT,126500
2023,SE,FT,210000
2023,SE,FT,115000
2023,EN,FT,86500
2023,EN,FT,40400
2023,SE,FT,260000
2023,SE,FT,136000
2023,SE,FT,329700
2023,SE,FT,192351
2023,SE,FT,280000
2023,SE,FT,160000
2023,MI,FT,106700
2023,MI,FT,97000
2023,SE,FT,175000
2023,SE,FT,150000
2023,SE,FT,145000
2023,SE,FT,120000
2023,EN,FT,88000
2023,EN,FT,60000
2023,SE,FT,123000
2023,SE,FT,93593
2023,SE,FT,276000
2023,SE,FT,174000
2023,SE,FT,185900
2023,SE,FT,129300
2023,SE,FT,222405
2023,SE,FT,172800
2023,SE,FT,120350
2023,SE,FT,74400
2023,SE,FT,205600
2023,SE,FT,105700
2023,SE,FT,263500
2023,SE,FT,189360
2023,SE,FT,192000
2023,SE,FT,124000
2023,SE,FT,230000
2023,SE,FT,124000
2023,SE,FT,148500
2023,SE,FT,82500
2023,SE,FT,184800
2023,SE,FT,161900
2023,SE,FT,310000
2023,SE,FT,206000
2023,SE,FT,372000
2023,SE,FT,223000
2023,SE,FT,140000
2023,SE,FT,100000
2023,MI,FT,95000
2023,MI,FT,80000
2023,MI,FT,131000
2023,MI,FT,110000
2023,MI,FT,148500
2023,MI,FT,82500
2023,MI,FT,133000
2023,MI,FT,58400
2023,SE,FT,233500
2023,SE,FT,146000
2023,SE,FT,300000
2023,SE,FT,130000
2023,SE,FT,280889
2023,SE,FT,187259
2023,SE,FT,305100
2023,SE,FT,146900
2023,EN,FT,78800
2023,EN,FT,44100
2023,MI,FT,166000
2023,MI,FT,73100
2023,SE,FT,150000
2023,SE,FT,80000
2023,SE,FT,150000
2023,SE,FT,80000
2023,SE,FT,170000
2023,SE,FT,120000
2023,SE,FT,110000
2023,SE,FT,90000
2023,SE,FT,202800
2023,SE,FT,104300
2023,EX,FT,272400
2023,EX,FT,140100
2023,MI,FT,154000
2023,MI,FT,103000
2023,SE,FT,223600
2023,SE,FT,115000
2023,MI,FT,80750
2023,MI,FT,48450
2023,EN,FT,85600
2023,EN,FT,57000
2023,SE,FT,190400
2023,SE,FT,112000
2023,SE,FT,119636
2023,SE,FT,70374
2023,SE,FT,304750
2023,SE,FT,160000
2023,MI,FT,98873
2023,MI,FT,58161
2023,SE,FT,138000
2023,SE,FT,85500
2023,SE,FT,307100
2023,SE,FT,216800
2023,SE,FT,153600
2023,SE,FT,106800
2023,MI,FT,250000
2023,MI,FT,125000
2023,SE,FT,280000
2023,SE,FT,180000
2023,EX,FT,160000
2023,EX,FT,130000
2023,SE,FT,180000
2023,SE,FT,162000
2023,SE,FT,185000
2023,SE,FT,79600
2023,SE,FT,164640
2023,SE,FT,131712
2023,MI,FT,74800
2023,MI,FT,63600
2023,MI,FT,138510
2023,MI,FT,95490
2023,MI,FT,75000
2023,MI,FT,55000
2023,SE,FT,280000
2023,SE,FT,160000
2023,SE,FT,170000
2023,SE,FT,140000
2023,SE,FT,137500
2023,SE,FT,81500
2023,SE,FT,253792
2023,SE,FT,158620
2023,SE,FT,259900
2023,SE,FT,139200
2023,SE,FT,96000
2023,SE,FT,65000
2023,SE,FT,293000
2023,SE,FT,185000
2023,SE,FT,180000
2023,SE,FT,90000
2023,SE,FT,165000
2023,SE,FT,115500
2023,SE,FT,110000
2023,SE,FT,70000
2023,MI,FT,142000
2023,MI,FT,102000
2023,SE,FT,141600
2023,SE,FT,121400
2023,SE,FT,240000
2023,SE,FT,170000
2023,SE,FT,222200
2023,SE,FT,136000
2023,MI,FT,55000
2023,MI,FT,49000
2023,SE,FT,135000
2023,SE,FT,110000
2023,SE,FT,200000
2023,SE,FT,180000
2023,EX,FT,200000
2023,EX,FT,150000
2023,SE,FT,168000
2023,SE,FT,130000
2023,EN,FT,105000
2023,EN,FT,70000
2023,SE,FT,105000
2023,SE,FT,100000
2023,SE,FT,243000
2023,SE,FT,152000
2023,SE,FT,167500
2023,SE,FT,106500
2023,SE,FT,65000
2023,SE,FT,115600
2023,SE,FT,79700
2023,EN,FT,281700
2023,EN,FT,141100
2023,SE,FT,173100
2023,SE,FT,86900
2023,MI,FT,258700
2023,MI,FT,133800
2023,MI,FT,120000
2023,MI,FT,85000
2023,MI,FT,225300
2023,MI,FT,197400
2023,SE,FT,157000
2023,SE,FT,125000
2023,SE,FT,208000
2023,SE,FT,134000
2023,MI,FT,140000
2023,MI,FT,65000
2023,SE,FT,258700
2023,SE,FT,160000
2023,SE,FT,258700
2023,SE,FT,188200
2023,MI,FT,40000
2023,MI,FT,40000
2023,MI,FT,110000
2023,MI,FT,73400
2023,SE,FT,183414
2023,SE,FT,183414
2023,SE,FT,130000
2023,SE,FT,97200
2023,SE,FT,299000
2023,SE,FT,187000
2023,SE,FT,204500
2023,SE,FT,66000
2023,SE,FT,190000
2023,SE,FT,140000
2023,MI,FT,170200
2023,MI,FT,83900
2023,SE,FT,130000
2023,SE,FT,101570
2023,SE,FT,177000
2023,SE,FT,118000
2023,SE,FT,234500
2023,SE,FT,127000
2023,SE,FT,170000
2023,SE,FT,287500
2023,SE,FT,168000
2023,SE,FT,155000
2023,SE,FT,140000
2023,EX,FT,230000
2023,EX,FT,180000
2023,SE,FT,153000
2023,SE,FT,136000
2023,SE,FT,93918
2023,SE,FT,51962
2023,SE,FT,254000
2023,SE,FT,200000
2023,SE,FT,214500
2023,SE,FT,134500
2023,SE,FT,136000
2023,SE,FT,104000
2023,MI,FT,110000
2023,MI,FT,90000
2023,SE,FT,145000
2023,SE,FT,115000
2023,MI,FT,143000
2023,MI,FT,117000
2023,SE,FT,216000
2023,SE,FT,184000
2023,SE,FT,324000
2023,SE,FT,159000
2023,SE,FT,130000
2023,SE,FT,110000
2023,MI,FT,60000
2023,MI,FT,45000
2023,SE,FT,370000
2023,SE,FT,200000
2023,SE,FT,275300
2023,SE,FT,183500
2023,SE,FT,230000
2023,SE,FT,196000
2023,SE,FT,253000
2023,SE,FT,172040
2023,SE,FT,234000
2023,SE,FT,178000
2023,SE,FT,164000
2023,SE,FT,130000
2023,MI,FT,109238
2023,MI,FT,68274
2023,MI,FT,53000
2023,MI,FT,48000
2023,EN,FT,80800
2023,EN,FT,53800
2023,SE,FT,258900
2023,SE,FT,176080
2023,MI,FT,57500
2023,MI,FT,54500
2023,MI,FT,120000
2023,MI,FT,110000
2023,SE,FT,309000
2023,SE,FT,142000
2023,SE,FT,201650
2023,SE,FT,124600
2023,MI,FT,65000
2023,MI,FT,60000
2023,SE,FT,132100
2023,SE,FT,68400
2023,SE,FT,145000
2023,SE,FT,110000
2023,SE,FT,160000
2023,SE,FT,140000
2023,MI,FT,87500
2023,MI,FT,62500
2023,SE,FT,142000
2023,SE,FT,128000
2023,SE,FT,160000
2023,SE,FT,130000
2023,SE,FT,155000
2023,SE,FT,139500
2023,SE,FT,202800
2023,SE,FT,104300
2023,SE,FT,221000
2023,SE,FT,129000
2023,SE,FT,259000
2023,SE,FT,138750
2023,SE,FT,120000
2023,SE,FT,100000
2023,SE,FT,155000
2023,SE,FT,130000
2023,SE,FT,247300
2023,SE,FT,139700
2023,SE,FT,215000
2023,SE,FT,182750
2023,SE,FT,248100
2023,SE,FT,145900
2023,SE,FT,207000
2023,SE,FT,141000
2023,MI,FT,90000
2023,MI,FT,55000
2023,SE,FT,247300
2023,SE,FT,139700
2023,EN,FT,36000
2023,MI,FT,300000
2023,MI,FT,100000
2023,MI,FT,300000
2023,MI,FT,100000
2023,MI,FT,116700
2023,MI,FT,93400
2023,EN,FT,80000
2023,EN,FT,50000
2023,MI,FT,179000
2023,MI,FT,176490
2023,SE,FT,195000
2023,SE,FT,143750
2023,MI,FT,180000
2023,MI,FT,162000
2023,SE,FT,199000
2023,SE,FT,196760
2023,SE,FT,90000
2023,SE,FT,70000
2023,SE,FT,324000
2023,SE,FT,159000
2023,SE,FT,222000
2023,SE,FT,159000
2023,SE,FT,175000
2023,SE,FT,150000
2023,EN,FT,50000
2023,SE,FT,65000
2023,MI,FT,110000
2023,MI,FT,75000
2023,MI,FT,43000
2023,MI,FT,36000
2023,SE,FT,220000
2023,SE,FT,80000
2023,MI,FT,167500
2023,MI,FT,106500
2023,MI,FT,150000
2023,MI,FT,130000
2023,SE,FT,150000
2023,SE,FT,130000
2023,SE,FT,126500
2023,SE,FT,78000
2023,EN,FT,4950806
2023,SE,FT,185900
2023,SE,FT,129300
2023,EX,FT,250000
2023,EX,FT,222000
2023,SE,FT,145000
2023,SE,FT,120000
2023,SE,FT,150000
2023,SE,FT,120000
2023,MI,FT,204500
2023,MI,FT,142200
2023,SE,FT,297000
2023,SE,FT,138000
2023,MI,FT,147600
2023,MI,FT,106300
2023,SE,FT,247300
2023,SE,FT,139700
2023,SE,FT,83376
2023,SE,FT,65004
2023,SE,FT,131250
2023,SE,FT,128100
2023,SE,FT,116000
2023,SE,FT,90000
2023,EX,FT,174500
2023,EX,FT,113000
2023,EN,FT,56500
2023,SE,FT,36000
2023,SE,FT,227000
2023,SE,FT,185000
2023,MI,FT,230000
2023,MI,FT,160000
2023,SE,FT,185000
2023,SE,FT,150000
2023,SE,FT,138300
2023,SE,FT,110700
2023,SE,FT,185000
2023,SE,FT,79600
2023,SE,FT,208500
2023,SE,FT,165000
2023,SE,FT,100000
2023,SE,FT,75000
2023,SE,FT,185000
2023,SE,FT,150000
2023,SE,FT,45000
2023,SE,FT,36000
2023,SE,FT,137500
2023,SE,FT,81500
2023,SE,FT,130000
2023,SE,FT,80000
2023,SE,FT,230000
2023,SE,FT,196000
2023,SE,FT,202800
2023,SE,FT,104300
2023,SE,FT,216000
2023,SE,FT,184000
2023,SE,FT,212175
2023,SE,FT,156000
2023,SE,FT,184000
2023,SE,FT,123000
2023,MI,FT,111151
2023,MI,FT,66691
2023,SE,FT,190000
2023,SE,FT,138700
2023,SE,FT,95040
2023,SE,FT,59400
2023,SE,FT,197802
2023,SE,FT,156453
2023,SE,FT,308000
2023,SE,FT,144000
2023,SE,FT,172000
2023,SE,FT,140000
2023,MI,FT,73000
2023,MI,FT,59000
2023,SE,FT,185000
2023,SE,FT,150000
2023,MI,FT,154000
2023,MI,FT,103000
2023,SE,FT,180000
2023,SE,FT,122400
2023,MI,FT,80000
2023,MI,FT,70000
2023,SE,FT,120000
2023,SE,FT,90000
2023,SE,FT,227500
2023,SE,FT,147500
2023,MI,FT,150000
2023,MI,FT,50000
2023,MI,FT,60000
2023,MI,FT,45000
2023,SE,FT,220000
2023,SE,FT,180000
2023,SE,FT,331640
2023,SE,FT,267720
2023,MI,FT,190000
2023,MI,FT,130000
2023,SE,FT,160000
2023,SE,FT,130000
2023,MI,FT,150000
2023,MI,FT,50000
2023,MI,FT,172200
2023,MI,FT,131200
2023,SE,FT,250000
2023,SE,FT,100000
2023,SE,FT,178000
2023,SE,FT,165000
2023,SE,FT,202800
2023,SE,FT,104300
2023,SE,FT,155000
2023,SE,FT,120000
2023,SE,FT,280000
2023,SE,FT,200000
2023,SE,FT,184000
2023,SE,FT,123000
2023,SE,FT,202800
2023,SE,FT,104300
2023,MI,FT,60000
2023,MI,FT,55000
2023,SE,FT,290000
2023,SE,FT,173200
2023,SE,FT,235000
2023,SE,FT,204000
2023,SE,FT,300000
2023,SE,FT,222000
2023,SE,FT,160000
2023,SE,FT,136000
2023,SE,FT,206000
2023,SE,FT,134000
2023,SE,FT,155000
2023,SE,FT,105000
2023,SE,FT,287500
2023,SE,FT,212500
2023,SE,FT,190027
2023,SE,FT,152022
2023,EN,FT,18000
2023,MI,FT,130000
2023,MI,FT,100000
2023,MI,FT,250000
2023,MI,FT,125000
2023,MI,FT,131000
2023,MI,FT,88000
2023,EN,FT,80000
2023,EN,FT,50000
2023,SE,FT,198000
2023,SE,FT,132000
2023,SE,FT,125000
2023,SE,FT,115000
2023,SE,FT,184000
2023,SE,FT,123000
2023,SE,FT,145000
2023,SE,FT,130000
2023,SE,FT,170700
2023,SE,FT,113900
2023,SE,FT,184000
2023,SE,FT,123000
2023,SE,FT,280000
2023,SE,FT,200000
2023,SE,FT,185000
2023,SE,FT,81000
2023,SE,FT,220000
2023,SE,FT,80000
2023,SE,FT,185000
2023,SE,FT,123000
2023,EX,FT,80000
2023,EX,FT,75000
2023,MI,FT,150000
2023,MI,FT,130000
2023,MI,FT,53000
2023,MI,FT,48000
2023,MI,FT,300000
2023,MI,FT,60000
2023,MI,FT,150000
2023,MI,FT,125000
2023,SE,FT,150000
2023,SE,FT,130000
2023,MI,FT,57500
2023,MI,FT,54500
2023,SE,FT,190000
2023,SE,FT,170000
2023,SE,FT,125000
2023,SE,FT,115000
2023,SE,FT,130000
2023,SE,FT,101570
2023,MI,FT,150000
2023,MI,FT,115000
2023,SE,FT,184000
2023,SE,FT,123000
2023,SE,FT,194000
